126
ECs_R0010	ECs_R0010	MissingGeneType
ECs_R0103	ECs_R0103	MissingGeneType
ECs_R0104	ECs_R0104	MissingGeneType
ECs_R0011	ECs_R0011	MissingGeneType
ECs_R0105	ECs_R0105	MissingGeneType
ECs_R0012	ECs_R0012	MissingGeneType
ECs_R0013	ECs_R0013	MissingGeneType
ECs_R0106	ECs_R0106	MissingGeneType
ECs_R0107	ECs_R0107	MissingGeneType
ECs_R0108	ECs_R0108	MissingGeneType
ECs_R0109	ECs_R0109	MissingGeneType
ECs_R0110	ECs_R0110	MissingGeneType
ECs_R0111	ECs_R0111	MissingGeneType
ECs_R0112	ECs_R0112	MissingGeneType
ECs_R0113	ECs_R0113	MissingGeneType
ECs_R0014	ECs_R0014	MissingGeneType
ECs_R0114	ECs_R0114	MissingGeneType
ECs_R0115	ECs_R0115	MissingGeneType
ECs_R0015	ECs_R0015	MissingGeneType
ECs_R0016	ECs_R0016	MissingGeneType
ECs_R0017	ECs_R0017	MissingGeneType
ECs_R0116	ECs_R0116	MissingGeneType
ECs_R0018	ECs_R0018	MissingGeneType
ECs_R0019	ECs_R0019	MissingGeneType
ECs_R0117	ECs_R0117	MissingGeneType
ECs_R0118	ECs_R0118	MissingGeneType
ECs_R0119	ECs_R0119	MissingGeneType
ECs_R0120	ECs_R0120	MissingGeneType
ECs_R0020	ECs_R0020	MissingGeneType
ECs_R0121	ECs_R0121	MissingGeneType
ECs_R0021	ECs_R0021	MissingGeneType
ECs_R0022	ECs_R0022	MissingGeneType
ECs_R0122	ECs_R0122	MissingGeneType
ECs_R0123	ECs_R0123	MissingGeneType
ECs_R0124	ECs_R0124	MissingGeneType
ECs_R0125	ECs_R0125	MissingGeneType
ECs_R0126	ECs_R0126	MissingGeneType
ECs_R0127	ECs_R0127	MissingGeneType
