7493
unassigned_transcript_104	106490	107167	105958	2	1	63	63
unassigned_transcript_106	107696	108520	107167	2	1	64	64
unassigned_transcript_107	108645	109364	108520	1	1	65	65
unassigned_transcript_109	109627	112376	109364	1	1	66	66
unassigned_transcript_113	112674	113860	112376	1	1	67	67
unassigned_transcript_115	114997	115715	113860	2	1	68	68
unassigned_transcript_118	118884	121613	115715	1	1	69	69
unassigned_transcript_121	124747	125217	121613	2	1	70	70
unassigned_transcript_123	125341	126335	125217	2	1	71	71
unassigned_transcript_127	130261	130492	126335	2	1	72	72
unassigned_transcript_129	131202	135540	130492	1	1	73	73
unassigned_transcript_130	135568	135925	135540	1	1	74	74
unassigned_transcript_132	136273	137354	135925	2	1	75	75
unassigned_transcript_133	139326	139549	137354	2	1	76	76
unassigned_transcript_134	139561	140174	139549	2	1	77	77
unassigned_transcript_136	142303	144608	140174	2	1	78	78
unassigned_transcript_138	144732	146500	144608	1	1	79	79
unassigned_transcript_140	146870	148040	146500	2	1	80	80
unassigned_transcript_143	148361	149004	148040	1	1	81	81
unassigned_transcript_144	149657	149775	149004	1	1	82	82
unassigned_transcript_145	150912	151560	149775	2	1	83	83
unassigned_transcript_146	151686	151930	151560	2	1	84	84
unassigned_transcript_148	152384	152733	151930	2	1	85	85
unassigned_transcript_152	156499	157197	152733	1	1	86	86
unassigned_transcript_153	157303	157844	157197	1	1	87	87
unassigned_transcript_155	159781	160318	157844	1	1	88	88
unassigned_transcript_158	161071	162818	160318	1	1	89	89
unassigned_transcript_159	162256	164454	162818	2	1	90	90
unassigned_transcript_162	165360	165577	164454	2	1	91	91
unassigned_transcript_164	166582	167279	165577	1	1	92	92
unassigned_transcript_165	167451	168021	167279	1	1	93	93
unassigned_transcript_167	169559	170048	168021	1	1	94	94
unassigned_transcript_168	170236	174472	170048	1	1	95	95
unassigned_transcript_170	170708	170855	174472	1	1	96	96
unassigned_transcript_172	175027	175300	174472	1	1	97	97
unassigned_transcript_173	175922	176735	175300	1	1	98	98
unassigned_transcript_174	176877	177942	176735	2	1	99	99
unassigned_transcript_176	178703	179429	177942	2	1	100	100
unassigned_transcript_177	180024	180670	179429	2	1	101	101
unassigned_transcript_180	181627	182549	180670	1	1	102	102
unassigned_transcript_182	182853	183295	182549	1	1	103	103
unassigned_transcript_183	184230	184517	183295	1	1	104	104
unassigned_transcript_184	186130	186388	184517	1	1	105	105
unassigned_transcript_186	187068	187360	186388	1	1	106	106
unassigned_transcript_188	188449	190473	187360	2	1	107	107
unassigned_transcript_192	194167	195746	190473	1	1	108	108
unassigned_transcript_193	195847	196934	195746	1	1	109	109
unassigned_transcript_195	198060	198407	196934	1	1	110	110
unassigned_transcript_197	199873	200586	198407	2	1	111	111
unassigned_transcript_199	201313	201612	200586	2	1	112	112
unassigned_transcript_201	202692	203054	201612	1	1	113	113
unassigned_transcript_202	203596	204321	203054	2	1	114	114
unassigned_transcript_203	203878	204086	204321	1	1	115	115
unassigned_transcript_205	204626	204909	204321	2	1	116	116
unassigned_transcript_206	205058	206193	204909	2	1	117	117
unassigned_transcript_208	206774	209400	206193	1	1	118	118
unassigned_transcript_211	213526	215927	209400	2	1	119	119
unassigned_transcript_212	213840	214817	215927	1	1	120	120
unassigned_transcript_214	216145	216382	215927	2	1	121	121
unassigned_transcript_215	216536	216737	216382	2	1	122	122
unassigned_transcript_216	218105	218643	216737	1	1	123	123
unassigned_transcript_218	218776	218980	218643	1	1	124	124
unassigned_transcript_219	219133	220890	218980	1	1	125	125
unassigned_transcript_220	221127	221627	220890	1	1	126	126
unassigned_transcript_222	223037	223672	221627	1	1	127	127
unassigned_transcript_223	223868	224161	223672	1	1	128	128
unassigned_transcript_225	227710	227953	224161	1	1	129	129
unassigned_transcript_226	228496	229071	227953	1	1	130	130
unassigned_transcript_227	229269	230854	229071	2	1	131	131
unassigned_transcript_229	231165	232568	230854	2	1	132	132
unassigned_transcript_232	235279	237140	232568	1	1	133	133
unassigned_transcript_234	237073	237847	237140	2	1	134	134
unassigned_transcript_236	237819	239426	237847	2	1	135	135
unassigned_transcript_237	237902	238880	239426	1	1	136	136
unassigned_transcript_238	238997	240616	239426	1	1	137	137
unassigned_transcript_239	240066	240534	240616	2	1	138	138
unassigned_transcript_240	240927	241728	240616	1	1	139	139
unassigned_transcript_242	241864	243809	241728	1	1	140	140
unassigned_transcript_243	243235	243777	243809	2	1	141	141
unassigned_transcript_246	247719	248447	243809	2	1	142	142
unassigned_transcript_249	248642	248889	248447	1	1	143	143
unassigned_transcript_250	250320	250974	248889	1	1	144	144
unassigned_transcript_252	253718	255963	250974	1	1	145	145
unassigned_transcript_253	254853	255270	255963	2	1	146	146
unassigned_transcript_255	256085	257000	255963	1	1	147	147
unassigned_transcript_256	259190	259430	257000	1	1	148	148
unassigned_transcript_258	260201	260574	259430	2	1	149	149
unassigned_transcript_259	260892	263986	260574	2	1	150	150
unassigned_transcript_260	265655	265906	263986	2	1	151	151
unassigned_transcript_261	266550	267791	265906	2	1	152	152
unassigned_transcript_262	270429	270636	267791	2	1	153	153
unassigned_transcript_264	271076	272456	270636	1	1	154	154
unassigned_transcript_265	272538	274900	272456	2	1	155	155
unassigned_transcript_266	272553	273055	274900	1	1	156	156
unassigned_transcript_271	279142	281346	274900	1	1	157	157
unassigned_transcript_272	281420	286297	281346	2	1	158	158
unassigned_transcript_275	286422	286937	286297	2	1	159	159
unassigned_transcript_276	287135	291473	286937	2	1	160	160
unassigned_transcript_279	293457	293709	291473	1	1	161	161
unassigned_transcript_280	294009	294227	293709	1	1	162	162
unassigned_transcript_282	295601	295909	294227	1	1	163	163
unassigned_transcript_283	298262	299234	295909	1	1	164	164
unassigned_transcript_285	299463	299609	299234	1	1	165	165
unassigned_transcript_286	300353	300615	299609	1	1	166	166
unassigned_transcript_287	300704	301410	300615	1	1	167	167
unassigned_transcript_288	302718	302980	301410	1	1	168	168
unassigned_transcript_290	303670	303935	302980	2	1	169	169
unassigned_transcript_291	304180	306055	303935	2	1	170	170
unassigned_transcript_293	305188	305406	306055	1	1	171	171
unassigned_transcript_296	307200	308276	306055	1	1	172	172
unassigned_transcript_299	311742	312058	308276	2	1	173	173
unassigned_transcript_301	312214	316275	312058	2	1	174	174
unassigned_transcript_305	317717	319170	316275	1	1	175	175
unassigned_transcript_306	319272	319617	319170	1	1	176	176
unassigned_transcript_308	319963	321531	319617	2	1	177	177
unassigned_transcript_309	321795	322577	321531	2	1	178	178
unassigned_transcript_311	323203	323956	322577	2	1	179	179
unassigned_transcript_313	324346	324590	323956	1	1	180	180
unassigned_transcript_314	324742	325224	324590	1	1	181	181
unassigned_transcript_315	326477	327757	325224	2	1	182	182
unassigned_transcript_318	328572	329025	327757	1	1	183	183
unassigned_transcript_319	329238	329551	329025	1	1	184	184
unassigned_transcript_320	329770	331088	329551	1	1	185	185
unassigned_transcript_322	332453	332728	331088	1	1	186	186
unassigned_transcript_326	334806	336060	332728	2	1	187	187
unassigned_transcript_327	336281	336782	336060	2	1	188	188
unassigned_transcript_329	336891	337585	336782	2	1	189	189
unassigned_transcript_330	337750	338070	337585	2	1	190	190
unassigned_transcript_332	339547	339641	338070	2	1	191	191
unassigned_transcript_334	340208	341953	339641	1	1	192	192
unassigned_transcript_336	342342	343035	341953	1	1	193	193
unassigned_transcript_337	343111	343338	343035	1	1	194	194
unassigned_transcript_338	344744	345070	343338	1	1	195	195
unassigned_transcript_340	345362	346321	345070	1	1	196	196
unassigned_transcript_344	352725	353473	346321	1	1	197	197
unassigned_transcript_348	358612	359234	353473	1	1	198	198
unassigned_transcript_350	361497	362201	359234	2	1	199	199
unassigned_transcript_353	365154	365225	362201	1	1	200	200
unassigned_transcript_355	365781	366255	365225	2	1	201	201
unassigned_transcript_356	366481	367162	366255	2	1	202	202
unassigned_transcript_358	367649	369640	367162	2	1	203	203
unassigned_transcript_361	370315	372973	369640	1	1	204	204
unassigned_transcript_362	373091	374204	372973	1	1	205	205
unassigned_transcript_364	377251	377597	374204	1	1	206	206
unassigned_transcript_365	377705	383199	377597	1	1	207	207
unassigned_transcript_369	385780	386199	383199	1	1	208	208
unassigned_transcript_370	386236	386507	386199	2	1	209	209
unassigned_transcript_373	388351	389176	386507	2	1	210	210
unassigned_transcript_376	391023	391711	389176	1	1	211	211
unassigned_transcript_378	391818	393217	391711	1	1	212	212
unassigned_transcript_379	393390	393610	393217	1	1	213	213
unassigned_transcript_380	395454	395728	393610	1	1	214	214
unassigned_transcript_381	396247	396461	395728	1	1	215	215
unassigned_transcript_382	396607	396807	396461	1	1	216	216
unassigned_transcript_388	405860	406082	396807	2	1	217	217
unassigned_transcript_389	406191	406953	406082	2	1	218	218
unassigned_transcript_391	408944	409390	406953	1	1	219	219
unassigned_transcript_392	409717	410726	409390	1	1	220	220
unassigned_transcript_393	409876	410217	410726	2	1	221	221
unassigned_transcript_394	410328	410536	410726	2	1	222	222
unassigned_transcript_395	410573	411632	410726	2	1	223	223
unassigned_transcript_396	410983	411345	411632	1	1	224	224
unassigned_transcript_402	420784	421437	411632	2	1	225	225
unassigned_transcript_403	421584	421895	421437	2	1	226	226
unassigned_transcript_404	422042	422267	421895	2	1	227	227
unassigned_transcript_405	422430	423126	422267	2	1	228	228
unassigned_transcript_406	423259	423910	423126	2	1	229	229
unassigned_transcript_408	425919	428101	423910	2	1	230	230
unassigned_transcript_411	429029	430049	428101	2	1	231	231
unassigned_transcript_412	430087	431032	430049	2	1	232	232
unassigned_transcript_414	431219	431300	431032	1	1	233	233
unassigned_transcript_415	431320	433510	431300	1	1	234	234
unassigned_transcript_417	433719	433937	433510	2	1	235	235
unassigned_transcript_419	434103	434842	433937	1	2	236	236
unassigned_transcript_420	435112	436057	434842	2	1	238	237
unassigned_transcript_422	436952	438698	436057	2	1	239	238
unassigned_transcript_423	439140	440078	438698	2	1	240	239
unassigned_transcript_424	440843	441110	440078	2	1	241	240
unassigned_transcript_425	441020	441544	441110	1	1	242	241
unassigned_transcript_426	441186	442053	441544	2	1	243	242
unassigned_transcript_428	443397	444183	442053	2	1	244	243
unassigned_transcript_429	444285	444527	444183	2	1	245	244
unassigned_transcript_430	444957	445164	444527	2	1	246	245
unassigned_transcript_431	445999	446070	445164	1	1	247	246
unassigned_transcript_432	446174	446701	446070	2	1	248	247
unassigned_transcript_434	448541	449163	446701	2	1	249	248
unassigned_transcript_435	449453	449838	449163	2	1	250	249
unassigned_transcript_436	449962	450538	449838	2	1	251	250
unassigned_transcript_438	453630	454339	450538	2	1	252	251
unassigned_transcript_439	453734	455858	454339	1	1	253	252
unassigned_transcript_440	454660	455239	455858	2	1	254	253
unassigned_transcript_441	456217	456432	455858	2	1	255	254
unassigned_transcript_442	456237	456448	456432	1	1	256	255
unassigned_transcript_443	456526	456644	456448	1	1	257	256
unassigned_transcript_444	456736	460766	456644	1	1	258	257
unassigned_transcript_446	460792	461751	460766	1	1	259	258
unassigned_transcript_447	461064	461617	461751	2	1	260	259
unassigned_transcript_449	463739	464817	461751	2	1	261	260
unassigned_transcript_451	465301	468550	464817	2	1	262	261
unassigned_transcript_454	470126	470776	468550	1	1	263	262
unassigned_transcript_455	471649	472685	470776	1	1	264	263
unassigned_transcript_456	473122	473335	472685	1	1	265	264
unassigned_transcript_458	474055	475254	473335	1	1	266	265
unassigned_transcript_460	476233	478573	475254	1	1	267	266
unassigned_transcript_462	478640	478845	478573	1	1	268	267
unassigned_transcript_464	482171	482397	478845	1	1	269	268
unassigned_transcript_466	482784	483157	482397	1	1	270	269
unassigned_transcript_467	483218	485210	483157	1	1	271	270
unassigned_transcript_468	485605	487007	485210	1	1	272	271
unassigned_transcript_470	487208	487449	487007	1	1	273	272
unassigned_transcript_471	487967	488280	487449	1	1	274	273
unassigned_transcript_473	489022	489561	488280	2	1	275	274
unassigned_transcript_475	491815	492200	489561	2	1	276	275
unassigned_transcript_477	495247	496245	492200	2	1	277	276
unassigned_transcript_478	496360	497238	496245	2	1	278	277
unassigned_transcript_479	497288	497737	497238	2	1	279	278
unassigned_transcript_480	497960	498853	497737	2	1	280	279
unassigned_transcript_483	499706	500279	498853	1	1	281	280
unassigned_transcript_485	501406	504207	500279	1	1	282	281
unassigned_transcript_488	504200	504899	504207	1	1	283	282
unassigned_transcript_490	504882	506384	504899	2	1	284	283
unassigned_transcript_494	507761	508179	506384	1	1	285	284
unassigned_transcript_495	508281	508736	508179	1	1	286	285
unassigned_transcript_496	509984	510252	508736	2	1	287	286
unassigned_transcript_497	510356	511292	510252	1	1	288	287
unassigned_transcript_500	511686	513365	511292	2	1	289	288
unassigned_transcript_505	519256	520193	513365	1	1	290	289
unassigned_transcript_506	519782	520112	520193	2	1	291	290
unassigned_transcript_507	520286	520744	520193	2	1	292	291
unassigned_transcript_509	520856	521425	520744	2	1	293	292
unassigned_transcript_510	521927	524209	521425	2	1	294	293
unassigned_transcript_512	524457	525044	524209	2	1	295	294
unassigned_transcript_513	525249	525818	525044	2	1	296	295
unassigned_transcript_514	526231	526459	525818	2	1	297	296
unassigned_transcript_515	526640	528540	526459	1	1	298	297
unassigned_transcript_516	526725	526802	528540	1	1	299	298
unassigned_transcript_517	526936	527035	528540	1	1	300	299
unassigned_transcript_518	527190	527274	528540	1	1	301	300
unassigned_transcript_519	527386	527473	528540	1	1	302	301
unassigned_transcript_520	527623	527712	528540	1	1	303	302
unassigned_transcript_523	529436	530101	528540	1	1	304	303
unassigned_transcript_525	530583	531196	530101	2	1	305	304
unassigned_transcript_527	533726	534096	531196	1	1	306	305
unassigned_transcript_529	536445	537728	534096	1	1	307	306
unassigned_transcript_531	538031	539039	537728	2	1	308	307
unassigned_transcript_534	541796	544029	539039	1	1	309	308
unassigned_transcript_536	544193	544443	544029	1	1	310	309
unassigned_transcript_537	545901	547962	544443	1	1	311	310
unassigned_transcript_539	548567	549657	547962	1	1	312	311
unassigned_transcript_541	550127	550379	549657	1	1	313	312
unassigned_transcript_542	550749	553624	550379	2	1	314	313
unassigned_transcript_544	553753	555141	553624	2	1	315	314
unassigned_transcript_545	553808	554421	555141	1	1	316	315
unassigned_transcript_546	555299	556108	555141	1	1	317	316
unassigned_transcript_547	556139	557143	556108	2	1	318	317
unassigned_transcript_551	562330	562551	557143	1	1	319	318
unassigned_transcript_552	562904	563149	562551	1	1	320	319
unassigned_transcript_554	564473	564794	563149	2	1	321	320
unassigned_transcript_556	565134	567069	564794	1	1	322	321
unassigned_transcript_557	567298	567800	567069	1	1	323	322
unassigned_transcript_558	568311	568660	567800	1	1	324	323
unassigned_transcript_559	568813	569218	568660	1	1	325	324
unassigned_transcript_560	570105	570732	569218	2	1	326	325
unassigned_transcript_563	571954	572277	570732	1	1	327	326
unassigned_transcript_564	574269	574681	572277	1	1	328	327
unassigned_transcript_565	574426	574646	574681	2	1	329	328
unassigned_transcript_567	575934	576533	574681	1	1	330	329
unassigned_transcript_568	577198	578149	576533	1	1	331	330
unassigned_transcript_569	577307	578247	578149	2	1	332	331
unassigned_transcript_571	578815	579015	578247	2	1	333	332
unassigned_transcript_573	580372	580782	579015	1	1	334	333
unassigned_transcript_574	581955	582276	580782	2	1	335	334
unassigned_transcript_576	582504	582925	582276	2	1	336	335
unassigned_transcript_577	583092	583307	582925	2	1	337	336
unassigned_transcript_578	583586	583927	583307	2	1	338	337
unassigned_transcript_579	584477	587655	583927	2	1	339	338
unassigned_transcript_582	590455	590684	587655	2	1	340	339
unassigned_transcript_583	590783	592585	590684	2	1	341	340
unassigned_transcript_586	592826	593291	592585	2	1	342	341
unassigned_transcript_587	593392	593708	593291	2	1	343	342
unassigned_transcript_589	593982	594904	593708	1	1	344	343
unassigned_transcript_590	596022	596246	594904	1	1	345	344
unassigned_transcript_591	597664	598075	596246	2	1	346	345
unassigned_transcript_592	597722	598289	598075	1	1	347	346
unassigned_transcript_593	598130	599438	598289	2	1	348	347
unassigned_transcript_596	601420	602885	599438	1	1	349	348
unassigned_transcript_598	603015	603892	602885	1	1	350	349
unassigned_transcript_599	604127	606112	603892	1	1	351	350
unassigned_transcript_601	606303	606991	606112	1	1	352	351
unassigned_transcript_602	607160	607567	606991	1	1	353	352
unassigned_transcript_603	608267	608572	607567	1	1	354	353
unassigned_transcript_604	608405	608830	608572	2	1	355	354
unassigned_transcript_606	609528	609841	608830	2	1	356	355
unassigned_transcript_607	610053	611660	609841	2	1	357	356
unassigned_transcript_609	611893	613097	611660	2	1	358	357
unassigned_transcript_611	613449	614257	613097	1	1	359	358
unassigned_transcript_612	614288	614491	614257	1	1	360	359
unassigned_transcript_613	614674	614932	614491	1	1	361	360
unassigned_transcript_614	615243	615501	614932	1	1	362	361
unassigned_transcript_615	615957	616167	615501	1	1	363	362
unassigned_transcript_616	616283	616636	616167	1	1	364	363
unassigned_transcript_617	616763	617010	616636	1	1	365	364
unassigned_transcript_619	617940	620987	617010	2	1	366	365
unassigned_transcript_621	623012	624537	620987	2	1	367	366
unassigned_transcript_624	626075	626558	624537	1	1	368	367
unassigned_transcript_625	630703	631408	626558	1	1	369	368
unassigned_transcript_627	631517	631746	631408	1	1	370	369
unassigned_transcript_628	631857	632417	631746	1	1	371	370
unassigned_transcript_629	632594	633290	632417	1	1	372	371
unassigned_transcript_631	633766	634867	633290	2	1	373	372
unassigned_transcript_634	638288	638587	634867	1	1	374	373
unassigned_transcript_637	641351	641801	638587	1	1	375	374
unassigned_transcript_639	643287	644412	641801	1	1	376	375
unassigned_transcript_640	643959	644682	644412	2	1	377	376
unassigned_transcript_643	647835	649983	644682	1	1	378	377
unassigned_transcript_645	650186	651233	649983	2	1	379	378
unassigned_transcript_648	652337	653170	651233	1	1	380	379
unassigned_transcript_650	653818	656041	653170	2	1	381	380
unassigned_transcript_652	657362	657718	656041	1	1	382	381
unassigned_transcript_653	657921	658721	657718	1	1	383	382
unassigned_transcript_654	660083	664107	658721	1	1	384	383
unassigned_transcript_655	660777	664179	664107	2	1	385	384
unassigned_transcript_656	663143	663351	664179	2	1	386	385
unassigned_transcript_658	664676	665245	664179	2	1	387	386
unassigned_transcript_659	665392	667214	665245	2	1	388	387
unassigned_transcript_660	667909	669748	667214	2	1	389	388
unassigned_transcript_663	670302	670618	669748	2	1	390	389
unassigned_transcript_664	671435	671890	670618	2	1	391	390
unassigned_transcript_665	672010	672277	671890	2	1	392	391
unassigned_transcript_667	676198	678433	672277	1	1	393	392
unassigned_transcript_668	678570	680479	678433	2	1	394	393
unassigned_transcript_669	678584	679441	680479	1	1	395	394
unassigned_transcript_671	681949	682194	680479	2	1	396	395
unassigned_transcript_672	682199	682654	682194	2	1	397	396
unassigned_transcript_673	682360	682658	682654	1	1	398	397
unassigned_transcript_675	682836	683435	682658	2	1	399	398
unassigned_transcript_677	684873	685386	683435	2	1	400	399
unassigned_transcript_678	686351	687745	685386	2	1	401	400
unassigned_transcript_681	689580	689903	687745	2	1	402	401
unassigned_transcript_682	691467	693646	689903	2	1	403	402
unassigned_transcript_686	693749	694107	693646	2	1	404	403
unassigned_transcript_687	697194	697870	694107	2	1	405	404
unassigned_transcript_690	703074	703146	697870	2	1	406	405
unassigned_transcript_692	704208	704719	703146	2	1	407	406
unassigned_transcript_695	708039	708320	704719	1	1	408	407
unassigned_transcript_696	708453	709044	708320	1	1	409	408
unassigned_transcript_697	709329	709692	709044	1	1	410	409
unassigned_transcript_698	709878	710794	709692	1	1	411	410
unassigned_transcript_699	710560	711717	710794	2	1	412	411
unassigned_transcript_701	711839	712214	711717	2	1	413	412
unassigned_transcript_703	713022	714626	712214	1	1	414	413
unassigned_transcript_704	714086	714628	714626	2	1	415	414
unassigned_transcript_707	716984	717977	714628	1	1	416	415
unassigned_transcript_708	718118	718189	717977	2	1	417	416
unassigned_transcript_709	718691	719062	718189	1	1	418	417
unassigned_transcript_712	721621	722848	719062	1	1	419	418
unassigned_transcript_713	723038	723510	722848	1	1	420	419
unassigned_transcript_714	723711	724312	723510	2	1	421	420
unassigned_transcript_716	724548	725772	724312	2	1	422	421
unassigned_transcript_718	726831	728179	725772	1	1	423	422
unassigned_transcript_720	729849	732456	728179	2	1	424	423
unassigned_transcript_723	734911	735227	732456	2	1	425	424
unassigned_transcript_724	735452	736306	735227	2	1	426	425
unassigned_transcript_725	736519	738892	736306	2	1	427	426
unassigned_transcript_728	744703	744928	738892	1	1	428	427
unassigned_transcript_729	745926	746160	744928	1	1	429	428
unassigned_transcript_731	746633	747165	746160	1	1	430	429
unassigned_transcript_732	747361	747601	747165	1	1	431	430
unassigned_transcript_733	747718	748686	747601	1	1	432	431
unassigned_transcript_734	748996	749467	748686	2	1	433	432
unassigned_transcript_736	750172	751043	749467	2	1	434	433
unassigned_transcript_738	751924	752712	751043	1	1	435	434
unassigned_transcript_739	752888	753152	752712	1	1	436	435
unassigned_transcript_740	753270	753559	753152	1	1	437	436
unassigned_transcript_741	753520	754786	753559	2	1	438	437
unassigned_transcript_744	755873	756316	754786	1	1	439	438
unassigned_transcript_745	756330	756607	756316	1	1	440	439
unassigned_transcript_747	756775	757060	756607	1	1	441	440
unassigned_transcript_748	757246	757522	757060	1	1	442	441
unassigned_transcript_749	757383	757681	757522	2	1	443	442
unassigned_transcript_751	762719	764809	757681	1	1	444	443
unassigned_transcript_752	765422	766437	764809	2	1	445	444
unassigned_transcript_753	765525	767502	766437	1	1	446	445
unassigned_transcript_754	766654	767246	767502	2	1	447	446
unassigned_transcript_756	767599	768727	767502	2	1	448	447
unassigned_transcript_757	769829	771604	768727	2	1	449	448
unassigned_transcript_760	772737	773072	771604	1	1	450	449
unassigned_transcript_761	773110	776097	773072	1	1	451	450
unassigned_transcript_763	776181	776531	776097	2	1	452	451
unassigned_transcript_764	776183	777242	776531	1	1	453	452
unassigned_transcript_765	776663	777522	777242	2	1	454	453
unassigned_transcript_767	777799	778373	777522	2	1	455	454
unassigned_transcript_769	778804	781334	778373	2	1	456	455
unassigned_transcript_773	783969	784382	781334	1	1	457	456
unassigned_transcript_774	784435	784860	784382	1	1	458	457
unassigned_transcript_775	784975	785752	784860	1	1	459	458
unassigned_transcript_776	785924	786345	785752	1	1	460	459
unassigned_transcript_778	787407	789326	786345	1	1	461	460
unassigned_transcript_779	790208	790792	789326	1	1	462	461
unassigned_transcript_781	790797	791644	790792	1	1	463	462
unassigned_transcript_782	791947	792160	791644	1	1	464	463
unassigned_transcript_783	792377	794000	792160	1	1	465	464
unassigned_transcript_785	793983	794254	794000	2	1	466	465
unassigned_transcript_786	794020	794807	794254	1	1	467	466
unassigned_transcript_787	794489	794882	794807	2	1	468	467
unassigned_transcript_789	795930	796242	794882	2	1	469	468
unassigned_transcript_791	797348	797851	796242	1	1	470	469
unassigned_transcript_792	798311	798602	797851	1	1	471	470
unassigned_transcript_793	798772	799174	798602	1	1	472	471
unassigned_transcript_795	799484	800011	799174	2	1	473	472
unassigned_transcript_796	801093	803895	800011	1	1	474	473
unassigned_transcript_798	804153	804490	803895	1	1	475	474
unassigned_transcript_799	804576	808211	804490	2	1	476	475
unassigned_transcript_802	810469	811144	808211	2	1	477	476
unassigned_transcript_804	812268	812856	811144	1	1	478	477
unassigned_transcript_805	812965	813394	812856	1	1	479	478
unassigned_transcript_806	813589	814131	813394	1	1	480	479
unassigned_transcript_809	815534	816140	814131	1	1	481	480
unassigned_transcript_810	816269	816709	816140	1	1	482	481
unassigned_transcript_812	818361	819833	816709	2	1	483	482
unassigned_transcript_814	820441	821127	819833	1	1	484	483
unassigned_transcript_815	821457	822129	821127	1	1	485	484
unassigned_transcript_817	822255	823368	822129	1	1	486	485
unassigned_transcript_819	824752	825022	823368	2	1	487	486
unassigned_transcript_820	825235	825797	825022	2	1	488	487
unassigned_transcript_822	826578	828204	825797	1	1	489	488
unassigned_transcript_824	829233	831662	828204	1	1	490	489
unassigned_transcript_827	836306	837261	831662	2	1	491	490
unassigned_transcript_829	838380	839009	837261	2	1	492	491
unassigned_transcript_831	843101	844242	839009	2	1	493	492
unassigned_transcript_835	848370	849442	844242	1	1	494	493
unassigned_transcript_837	850584	850850	849442	2	1	495	494
unassigned_transcript_839	851181	851963	850850	2	1	496	495
unassigned_transcript_840	852070	852478	851963	2	1	497	496
unassigned_transcript_842	856133	857124	852478	1	1	498	497
unassigned_transcript_843	857270	861329	857124	1	1	499	498
